SiO2,Al2O3,Fe2O3,CaO,Na2O,K2O,MgO,SO3,mid,pii_tid,label,total
41.75,34.15,4.49,4.78,0.48,4.78,0.54,1.24,S0950061822031956_0_2_2_0_FA,S0950061822031956_0,[0],92.21
32.71,17.38,0.28,37.14,0.34,0.49,7.8,2.48,S0950061822031956_0_2_3_0_BFS,S0950061822031956_0,[2],98.62
46.8,16.0,11.9,9.8,0.0,0.0,0.0,0.3,S0950061822031968_0_1_1_0_V,S0950061822031968_0,[],84.8
23.8,7.3,3.8,59.4,0.3,0.3,2.3,2.7,S0950061822032056_1_1_1_0,S0950061822032056_1,[],99.9
9.7,4.4,0.8,67.5,0.1,0.1,2.3,15.1,S0950061822032056_1_1_2_0,S0950061822032056_1,[],100.0
22.6,4.62,3.26,63.79,0.0,0.0,1.7,2.29,S0950061822032202_0_1_1_0,S0950061822032202_0,[],98.26000000000002
20.81,4.92,3.41,62.65,0.67,0.0,2.38,2.65,S0950061822032251_0_1_0_0,S0950061822032251_0,[],97.49
55.06,44.12,0.76,0.17,0.06,0.55,0.06,0.0,S0950061822032317_0_1_1_0,S0950061822032317_0,[],100.78000000000002
29.02,13.97,0.0,43.52,0.07,0.51,8.97,0.42,S0950061822032329_0_2_1_0_GGBS,S0950061822032329_0,[2],96.48
33.86,0.0,0.0,46.5,0.0,0.31,4.82,3.58,S0950061822032330_0_2_1_0,S0950061822032330_0,[],89.07000000000001
20.79,5.57,4.15,63.83,1.48,0.0,0.61,1.93,S0950061822032482_1_1_1_0_Weight percentage(%),S0950061822032482_1,[],98.36
22.37,4.07,3.18,64.2,0.0,0.45,2.06,2.39,S0950061822032500_0_1_0_0,S0950061822032500_0,[],98.72
20.88,6.59,0.0,63.09,0.0,0.0,0.0,0.0,S0950061822032524_0_2_0_0,S0950061822032524_0,[],90.56
15.74,28.77,0.0,35.12,0.0,0.0,0.0,0.0,S0950061822032524_1_2_0_0,S0950061822032524_1,[],79.63
19.6,5.4,3.3,63.2,0.2,0.6,1.4,2.9,S0950061822032548_1_1_1_0_OPC,S0950061822032548_1,[],96.6
36.18,20.21,13.89,18.74,2.29,1.14,2.69,3.74,S0950061822032548_1_2_1_0_FA (Mae Moh) [58],S0950061822032548_1,[0],98.88
34.52,17.22,14.01,22.61,2.0,2.12,3.16,3.11,S0950061822032548_1_3_1_0_FA (BLCP),S0950061822032548_1,[0],98.75
1.93,5.03,1.22,69.47,0.01,0.05,1.04,17.7,S0950061822032548_1_4_1_0_EA (C-S-A),S0950061822032548_1,[],96.45000000000002
21.65,5.56,0.0,62.6,0.24,0.76,0.84,2.85,S0950061822032615_1_1_1_0_OPC,S0950061822032615_1,[],94.5
58.4,26.73,0.0,9.62,0.21,3.05,0.2,0.0,S0950061822032615_1_2_1_0_Nc,S0950061822032615_1,[],98.21
52.23,43.997,1.035,0.0,0.0,0.0,0.132,0.587,S0950061822032627_0_1_1_0,S0950061822032627_0,[],97.981
1.12,0.31,0.23,94.3,0.0,0.0,0.96,0.28,S0950061822032780_1_1_1_0_Quicklime,S0950061822032780_1,[],97.2
0.16,0.0,0.15,70.3,0.0,0.0,3.6,0.0,S0950061822032780_1_2_1_0_GCCP,S0950061822032780_1,[1],74.21
23.52,11.56,3.41,50.59,1.68,0.0,6.37,1.33,S0950061822032780_1_3_1_0_WSS,S0950061822032780_1,[],98.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_10_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_11_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_12_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_13_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_14_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_2_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_3_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_4_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_5_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_6_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_7_1_0,S0950061822032810_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032810_3_9_1_0,S0950061822032810_3,[],0.0
87.42,0.29,1.75,0.76,0.0,0.0,2.49,0.48,S0950061822032846_3_1_1_0_SF [24],S0950061822032846_3,[3],93.19
55.9,23.93,7.94,6.98,0.38,1.02,1.27,0.3,S0950061822032846_3_1_2_0_FA [25],S0950061822032846_3,[0],97.71999999999998
39.66,12.94,1.58,34.2,0.2,1.44,6.94,0.72,S0950061822032846_3_1_3_0_GGBS [47],S0950061822032846_3,[2],97.68
54.3,38.3,4.28,0.39,0.12,0.5,0.08,0.22,S0950061822032846_3_1_4_0_MK [42],S0950061822032846_3,[1],98.19
41.8,9.0,9.0,15.1,0.0,2.6,2.0,0.6,S0950061822032846_3_1_5_0_POFA [43],S0950061822032846_3,[0],80.09999999999998
23.43,10.85,0.5,51.7,2.54,0.62,4.11,4.0,S0950061822032858_0_1_1_0_BFS,S0950061822032858_0,[2],97.75
4.01,1.58,1.46,69.51,3.69,0.45,0.61,16.63,S0950061822032858_0_1_2_0_EX,S0950061822032858_0,[],97.94
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032858_3_0_5_0_Phases,S0950061822032858_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822032858_3_0_6_0_Phases,S0950061822032858_3,[],0.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0950061822032858_3_1_1_0_Ettringite,S0950061822032858_3,[],1.0
0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,S0950061822032858_3_2_1_0_Hc,S0950061822032858_3,[],1.0
6.5,0.895,0.44,40.98,0.389,0.426,0.181,48.76,S0950061822032871_0_1_1_0_PG,S0950061822032871_0,[],98.571
27.01,10.04,0.47,43.69,6.0,0.6,8.1,2.44,S0950061822032937_0_1_1_0_BFS,S0950061822032937_0,[2],98.34999999999998
20.2,0.0,0.0,0.0,0.0,0.0,0.0,2.2,S0950061822032962_0_1_1_0,S0950061822032962_0,[],22.4
65.66,13.91,6.12,3.41,3.93,3.32,1.33,0.13,S0950061822032962_2_1_1_0,S0950061822032962_2,[],97.81
42.4,35.2,4.25,5.38,0.0,0.0,0.86,0.0,S0950061822033013_0_1_1_0_FA,S0950061822033013_0,[0],88.08999999999999
3.28,2.2,0.2,84.9,0.0,0.0,0.19,0.0,S0950061822033013_0_2_1_0_CS,S0950061822033013_0,[],90.77
4.8,0.56,0.0,1.35,0.0,0.0,88.75,0.0,S0950061822033049_0_1_1_0,S0950061822033049_0,[],95.46
96.89,0.12,0.0,0.05,0.0,0.0,0.0,0.0,S0950061822033049_0_1_2_0,S0950061822033049_0,[],97.06
19.2,4.18,3.32,64.93,0.09,0.78,1.61,3.35,S095006182203313X_0_1_1_0_C,S095006182203313X_0,[],97.46
94.65,0.25,0.15,0.36,0.13,0.84,0.47,0.69,S095006182203313X_0_2_1_0_SF,S095006182203313X_0,[3],97.54
0.191,0.083,0.088,54.06,0.0,0.0,2.891,0.02,S095006182203313X_0_3_1_0_LP,S095006182203313X_0,[],57.333000000000006
20.35,4.87,0.0,63.35,0.0,0.0,2.41,2.71,S0950061822033189_0_1_0_0,S0950061822033189_0,[],93.69
21.4,3.18,4.34,64.48,0.14,0.35,1.46,2.93,S0950061822033207_1_1_1_0_Low C3A cement,S0950061822033207_1,[],98.28
51.7,45.9,0.49,0.02,0.14,0.15,0.04,0.0,S0950061822033207_1_1_3_0_MK,S0950061822033207_1,[1],98.44
20.6,4.2,3.4,63.1,0.1,0.7,1.9,3.3,S0950061822033293_0_1_1_0_Cement,S0950061822033293_0,[],97.3
24.6,9.0,3.7,30.4,0.3,1.1,0.2,1.4,S0950061822033293_0_2_1_0_Raw CWS,S0950061822033293_0,[],70.7
88.99,3.16,2.11,2.58,0.0,0.0,0.0,0.0,S0950061822033323_2_2_1_0_A-REF,S0950061822033323_2,[],96.84
84.62,3.03,3.02,2.52,0.01,0.0,0.0,1.78,S0950061822033323_2_3_1_0_B-ISA,S0950061822033323_2,[],94.98
2.63,2.63,1640.0,2.63,3.7,0.0,3.7,2.86,S0950061822033323_2_9_1_0_B-ISA,S0950061822033323_2,[],1658.15
2.7,0.5,1.0,2.6,0.0,0.0,90.04,0.1,S0950061822033335_0_1_1_0,S0950061822033335_0,[],96.94
2.2,0.5,0.8,1.3,0.0,0.0,90.92,0.1,S0950061822033335_0_2_1_0,S0950061822033335_0,[],95.82
36.1,16.32,0.23,35.58,0.0,0.0,7.16,1.71,S0950061822033335_0_4_1_0,S0950061822033335_0,[],97.09999999999998
51.551,45.285,0.618,0.153,0.0,0.198,0.0,0.0,S0950061822033347_0_1_1_0,S0950061822033347_0,[],97.805
20.69,5.13,3.56,62.56,0.18,0.4,2.33,2.69,S0950061822033360_1_1_1_0_Cement,S0950061822033360_1,[],97.54
54.76,26.57,7.33,3.18,0.62,1.27,0.82,0.48,S0950061822033360_1_2_1_0_Fly ash,S0950061822033360_1,[0],95.03
35.77,10.72,0.4,39.98,0.0,0.0,7.82,0.75,S0950061822033360_1_3_1_0_Mineral powder,S0950061822033360_1,[],95.44
0.0,15.7,0.48,43.1,0.0,0.54,6.62,1.61,S0950061822033372_0_1_2_0,S0950061822033372_0,[],68.05
24.9,7.51,3.95,53.43,0.26,1.0,2.52,4.76,S095006182203344X_1_1_1_0,S095006182203344X_1,[],98.33
84.56,4.55,4.14,0.85,0.82,4.18,0.37,0.0,S095006182203344X_1_1_2_0,S095006182203344X_1,[],99.47
22.35,5.61,3.52,62.93,0.0,0.0,0.0,0.0,S0950061822033487_0_2_1_0_PPC,S0950061822033487_0,[],94.41
40.33,34.51,2.25,18.47,0.0,0.0,0.05,0.0,S0950061822033487_0_2_2_0_LS,S0950061822033487_0,[],95.61
38.18,34.65,5.77,10.93,0.0,0.0,0.0,0.0,S0950061822033487_0_2_3_0_MGLS0,S0950061822033487_0,[],89.53
36.73,35.87,5.32,10.45,0.0,0.0,5.09,0.0,S0950061822033487_0_2_4_0_MGLS5,S0950061822033487_0,[],93.46
33.52,36.03,5.18,10.01,0.0,0.0,10.15,0.0,S0950061822033487_0_2_5_0_MGLS10,S0950061822033487_0,[],94.89000000000004
30.05,36.29,4.77,9.45,0.0,0.0,15.18,0.0,S0950061822033487_0_2_6_0_MGLS15,S0950061822033487_0,[],95.74
18.25,0.894,3.02,60.02,0.0,0.0,16.78,0.121,S0950061822033517_0_1_1_0_MMS,S0950061822033517_0,[],99.085
41.22,16.31,12.62,14.64,0.0,0.0,1.25,4.86,S0950061822033517_0_2_1_0_FA,S0950061822033517_0,[0],90.9
60.71,21.71,7.67,1.86,0.0,0.0,1.83,0.62,S0950061822033517_0_3_1_0_CG,S0950061822033517_0,[],94.4
19.68,65.78,4.84,4.49,0.14,0.38,0.0,0.0,S0950061822033529_0_1_1_0,S0950061822033529_0,[],95.31
24.56,2.14,0.33,61.41,0.0,0.0,0.74,2.15,S095006182203358X_0_1_1_0_WPC,S095006182203358X_0,[],91.33
99.7,0.1,300.0,50.0,0.0,0.0,50.0,0.0,S095006182203358X_0_2_1_0_Fused silica aggregate,S095006182203358X_0,[],499.8
20.8,5.24,3.6,64.0,0.0,0.0,1.63,2.48,S0950061822033591_0_2_1_0,S0950061822033591_0,[],97.75
94.55,1.32,0.89,0.26,0.15,0.21,0.18,2.48,S0950061822033591_0_2_2_0,S0950061822033591_0,[],100.04
18.3,5.1,4.7,63.8,0.63,0.0,1.2,3.3,S0950061822033621_0_2_1_0_CEM I 52.5,S0950061822033621_0,[],97.03
52.9,14.5,12.2,5.8,0.92,3.0,7.76,0.01,S0950061822033621_0_2_2_0_Scoria,S0950061822033621_0,[],97.09000000000002
53.6,34.0,2.9,4.08,0.12,0.84,0.68,0.0,S0950061822033621_0_2_3_0_Fly Ash,S0950061822033621_0,[0],96.22
72.9,23.0,0.32,0.02,0.01,0.52,0.01,0.0,S0950061822033621_0_2_4_0_Metakaolin,S0950061822033621_0,[1],96.78
20.29,5.48,2.85,63.11,0.29,0.45,1.24,2.49,S0950061822033633_0_1_1_0_OPC (%),S0950061822033633_0,[],96.2
51.42,2.88,12.85,0.48,0.08,0.03,30.58,0.05,S0950061822033633_0_2_1_0_GFNS (%),S0950061822033633_0,[],98.37
0.18,1.08,0.08,54.1,0.06,0.02,1.37,0.06,S0950061822033712_1_1_1_0_Waste marble (%),S0950061822033712_1,[],56.95000000000001
50.57,16.12,9.02,9.76,2.34,2.27,4.12,0.08,S0950061822033712_1_1_2_0_Basalt (%),S0950061822033712_1,[],94.28
1.72,0.82,0.15,52.5,0.03,0.08,1.63,0.02,S0950061822033712_1_1_3_0_Limestone (%),S0950061822033712_1,[],56.95
35.8,11.4,0.7,42.1,0.3,0.4,9.1,0.1,S0950061822033724_0_1_0_0,S0950061822033724_0,[],99.9
77.1,10.7,0.8,1.2,6.9,0.0,0.2,0.0,S0950061822033724_1_0_2_0,S0950061822033724_1,[],96.9
26.12,0.0,0.0,0.0,9.68,0.0,0.0,0.0,S0950061822033748_2_1_0_0,S0950061822033748_2,[],35.8
55.5,17.1,5.8,10.5,1.9,2.8,4.5,1.0,S0950061822033748_3_1_1_0_brick powder,S0950061822033748_3,[],99.1
63.43,20.22,6.4,0.66,0.98,3.96,3.13,0.0,S0950061822033748_3_2_1_0_ceramic powder,S0950061822033748_3,[],98.78
1.12,0.73,0.05,83.22,0.0,0.0,0.0,0.56,S0950061822033748_3_3_1_0_marble Powder,S0950061822033748_3,[],85.68
92.33,0.18,0.17,0.02,0.29,0.0,0.0,0.0,S0950061822033748_3_4_1_0_rice husk ash,S0950061822033748_3,[],92.99
69.42,1.09,0.48,8.27,12.31,0.0,4.25,0.0,S0950061822033748_3_5_1_0_glass powder,S0950061822033748_3,[],95.82
60.56,0.52,5.82,12.01,2.69,1.3,1.83,0.0,S0950061822033748_3_6_1_0_recycled aggregate,S0950061822033748_3,[],84.73
53.976,30.31,4.204,1.769,0.427,0.817,0.578,0.319,S0950061822033761_0_1_1_0,S0950061822033761_0,[],92.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033761_5_3_1_0_Micro 1,S0950061822033761_5,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033761_5_4_1_0_Micro 2,S0950061822033761_5,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033761_5_5_1_0_Micro 3,S0950061822033761_5,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033761_5_6_1_0_Micro 4,S0950061822033761_5,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033761_5_7_1_0_Micro 5,S0950061822033761_5,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033761_5_8_1_0_Micro 6,S0950061822033761_5,[],0.0
19.91,6.92,5.91,55.34,0.12,1.61,5.19,3.21,S0950061822033797_0_1_1_0,S0950061822033797_0,[],98.21
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033803_0_1_1_0,S0950061822033803_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822033839_0_15_0_0,S0950061822033839_0,[],0.0
17.1,2.1,0.0,70.6,0.4,0.7,4.3,4.4,S095006182203392X_1_1_1_0_P.O 52.5,S095006182203392X_1,[],99.6
34.5,28.52,0.97,3.84,0.84,0.0,0.0,0.0,S095006182203392X_1_2_1_0_FA,S095006182203392X_1,[0],68.67
48.61,16.1,4.56,35.8,2.25,0.0,0.0,0.0,S095006182203392X_1_3_1_0_SP,S095006182203392X_1,[],107.32
92.09,0.22,2.75,2.31,0.47,0.0,0.0,0.0,S095006182203392X_1_4_1_0_SF,S095006182203392X_1,[3],97.84
19.61,3.13,3.13,65.12,0.16,0.68,0.68,2.32,S0950061822033955_0_1_1_0,S0950061822033955_0,[],94.83
62.0,12.9,5.5,6.4,0.0,0.0,8.8,4.3,S0950061822033955_0_3_1_0,S0950061822033955_0,[],99.9
20.87,4.87,3.59,64.47,0.11,0.65,2.13,2.52,S0950061822033992_0_1_0_0,S0950061822033992_0,[],99.21
21.12,5.23,3.58,64.44,0.52,0.0,2.11,0.9,S0950061822034006_1_1_1_0_CC,S0950061822034006_1,[1],97.9
28.51,16.63,1.52,37.85,1.4,0.0,8.9,2.31,S0950061822034006_1_1_2_0_BFS,S0950061822034006_1,[2],97.12000000000002
5.29,2.66,0.64,87.45,0.77,0.0,1.06,1.38,S0950061822034006_1_1_3_0_CS,S0950061822034006_1,[],99.25
1.21,0.46,0.16,41.86,0.0,0.0,0.94,54.81,S0950061822034006_1_1_4_0_DG,S0950061822034006_1,[],99.44
0.0,0.0,0.0,0.0,0.0,0.0,2.81,2.43,S0950061822034043_0_1_3_0,S0950061822034043_0,[],5.24
20.74,4.9,3.5,62.95,0.0,0.0,1.2,0.0,S0950061822034055_4_1_1_0,S0950061822034055_4,[],93.29
2.8,0.35,0.5,51.22,0.0,0.0,1.8,0.0,S0950061822034055_4_1_2_0,S0950061822034055_4,[],56.67
94.0,1.1,1.27,0.11,0.0,0.0,0.14,0.0,S0950061822034055_4_1_3_0,S0950061822034055_4,[],96.62
67.2,10.0,1.2,1.4,0.0,0.0,0.73,0.0,S0950061822034055_4_1_4_0,S0950061822034055_4,[],80.53000000000002
43.66,24.57,6.03,9.2,0.37,0.95,0.51,3.51,S0950061822034110_2_10_1_0_Circulating fluidized bed fly ash,S0950061822034110_2,[0],88.80000000000001
40.96,11.1,5.31,9.25,0.0,0.0,2.35,0.0,S0950061822034110_2_11_1_0_Lu'an Group Gasification Slag,S0950061822034110_2,[2],68.97
38.16,10.99,4.23,8.75,1.12,1.64,1.23,0.0,S0950061822034110_2_12_1_0_Texaco slag,S0950061822034110_2,[2],66.11999999999999
51.96,16.89,12.42,9.67,0.63,2.64,0.83,2.53,S0950061822034110_2_13_1_0_A coal gasifier in Yinchuan,S0950061822034110_2,[],97.57
38.16,10.99,4.23,8.75,1.12,1.64,0.97,0.68,S0950061822034110_2_1_1_0_Shaanxi Shenmu Gasifier,S0950061822034110_2,[],66.53999999999999
34.32,9.36,15.97,25.83,2.12,0.96,3.27,0.0,S0950061822034110_2_2_1_0_Shaanxi Yulin Gasifier,S0950061822034110_2,[],91.82999999999998
39.67,26.77,12.8,9.96,0.0,0.0,2.43,0.0,S0950061822034110_2_3_1_0_Yankuang Lunan Gasifier,S0950061822034110_2,[],91.63
56.93,18.77,4.38,11.44,0.33,0.7,0.05,1.83,S0950061822034110_2_4_1_0_Spanish gasifier,S0950061822034110_2,[],94.43
43.56,24.45,20.92,4.83,0.27,0.56,0.91,0.61,S0950061822034110_2_5_1_0_Pulverized coal furnace,S0950061822034110_2,[],96.11
50.3,23.2,10.6,2.7,0.54,1.13,0.63,1.9,S0950061822034110_2_6_1_0_Pulverized coal furnace fly ash,S0950061822034110_2,[0],91.0
56.4,32.48,4.12,1.02,0.31,1.47,0.57,0.17,S0950061822034110_2_7_1_0_Bubbling fluidized bed furnace,S0950061822034110_2,[],96.54
42.0,28.22,6.58,1.4,0.4,0.63,0.64,1.26,S0950061822034110_2_8_1_0_Bubbling fluidized bed fly ash,S0950061822034110_2,[0],81.13000000000001
25.82,20.31,3.23,21.35,0.22,0.54,0.52,7.6,S0950061822034110_2_9_1_0_Circulating fluidized bed furnace,S0950061822034110_2,[],79.58999999999999
52.67,40.63,1.35,0.53,0.07,0.56,0.31,0.0,S095006182203416X_0_2_1_0_MK,S095006182203416X_0,[1],96.12
70.6,19.3,0.0,2.0,0.0,2.4,0.8,0.0,S095006182203416X_0_2_2_0_CW,S095006182203416X_0,[],95.1
58.89,21.29,8.87,2.36,0.93,1.76,3.12,0.12,S095006182203416X_0_2_3_0_BW,S095006182203416X_0,[],97.34000000000005
17.9,3.9,0.0,62.3,0.2,0.3,1.8,0.0,S095006182203416X_0_2_4_0_OPC,S095006182203416X_0,[],86.39999999999999
72.27,1.49,0.0,11.15,13.37,0.51,0.26,0.0,S095006182203416X_0_2_5_0_Glass,S095006182203416X_0,[],99.05
18.62,4.4,3.0,61.24,0.0,0.0,3.8,3.08,S0950061822034183_0_1_1_0,S0950061822034183_0,[],94.14
7.5,1.09,0.44,27.05,0.17,0.6,0.06,37.75,S0950061822034341_0_1_1_0_Phosphogypsum,S0950061822034341_0,[],74.66
21.75,6.45,3.24,58.02,0.14,0.74,2.25,2.47,S0950061822034341_0_2_1_0_Cement,S0950061822034341_0,[],95.06
32.95,15.16,0.21,40.14,0.27,0.4,7.29,2.27,S0950061822034341_0_3_1_0_Slag,S0950061822034341_0,[2],98.69
45.31,37.78,0.58,0.06,0.2,0.19,0.0,0.04,S0950061822034341_0_4_1_0_Calcined gangue,S0950061822034341_0,[],84.16000000000001
21.3,5.6,3.36,65.1,0.06,0.0,2.06,0.0,S0950061822034389_0_1_1_0_Cement,S0950061822034389_0,[],97.48
70.34,22.43,3.12,1.02,0.0,0.4,0.9,0.0,S0950061822034389_0_1_2_0_Cenospheres,S0950061822034389_0,[],98.21000000000002
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034407_1_25_0_0,S0950061822034407_1,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034407_1_26_0_0,S0950061822034407_1,[],0.0
22.5,4.5,0.4,66.3,0.17,0.15,0.51,2.8,S0950061822034419_0_2_1_0,S0950061822034419_0,[],97.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034420_1_1_0_0,S0950061822034420_1,[],0.0
22.08,3.91,5.08,63.08,0.12,0.58,1.39,1.95,S0950061822034432_0_2_1_0_OWC,S0950061822034432_0,[],98.19
98.18,0.93,0.089,0.065,0.038,0.2,0.059,0.029,S0950061822034432_0_2_2_0_SF,S0950061822034432_0,[3],99.59
97.86,0.86,0.033,0.057,0.0,0.52,0.0095,0.12,S0950061822034432_0_2_3_0_FS,S0950061822034432_0,[],99.4595
3.0,2.0,0.0,4.0,0.0,0.0,3.0,4.0,S0950061822034432_0_2_4_0_Phase,S0950061822034432_0,[],16.0
57.1,18.7,0.0,16.6,0.0,0.0,2.5,5.1,S0950061822034432_0_2_5_0_Rietveld,S0950061822034432_0,[],100.0
22.4,5.38,3.22,63.5,0.44,0.0,2.11,0.0,S0950061822034444_1_1_1_0,S0950061822034444_1,[],97.05
18.5,3.55,4.03,66.56,0.0,1.35,1.26,3.13,S0950061822034535_0_1_1_0_PO 42.5,S0950061822034535_0,[],98.38
30.78,12.13,0.58,46.05,0.0,0.67,4.56,3.22,S0950061822034559_1_1_1_0_BFS,S0950061822034559_1,[2],97.99
3.26,0.0,1.4,9.95,0.0,61.78,2.78,1.75,S0950061822034559_1_2_1_0_CHA,S0950061822034559_1,[],80.92
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_10_2_0_9,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_11_2_0_10,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_12_2_0_11,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_13_2_0_12,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_14_2_0_13,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_15_2_0_14,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_16_2_0_15,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_17_2_0_16,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_2_2_0_1,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_3_2_0_2,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_4_2_0_3,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_5_2_0_4,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_6_2_0_5,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_7_2_0_6,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_8_2_0_7,S0950061822034559_3,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034559_3_9_2_0_8,S0950061822034559_3,[],0.0
19.38,5.12,3.28,62.25,0.13,0.55,1.57,3.22,S0950061822034596_0_3_2_0_CEM I 42.5 R,S0950061822034596_0,[],95.5
40.3,54.45,0.45,0.06,0.43,0.02,0.15,0.0,S0950061822034596_0_3_5_0_ECat,S0950061822034596_0,[],95.86
28.8,8.49,2.76,0.6,0.68,5.98,37.9,2.38,S0950061822034614_1_2_1_0_FCA,S0950061822034614_1,[],87.59
18.4,4.4,3.2,62.9,0.2,0.8,0.8,3.8,S0950061822034705_0_1_1_0_OPC,S0950061822034705_0,[],94.5
23.6,2.4,0.6,69.8,0.2,0.2,0.8,2.1,S0950061822034705_0_2_1_0_WPC,S0950061822034705_0,[],99.7
55.87,42.25,0.4,0.0,0.3,0.3,0.0,0.0,S0950061822034705_0_3_1_0_Metakaolin,S0950061822034705_0,[1],99.12
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034754_0_1_1_0,S0950061822034754_0,[],0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0950061822034808_1_1_2_0,S0950061822034808_1,[],0.0
19.11,4.38,2.9,61.5,0.0,0.0,3.29,3.25,S0950061822034821_0_2_1_0,S0950061822034821_0,[],94.43
11.11,0.0,2.85,83.98,0.0,0.96,0.0,0.12,S0950061822034821_0_2_2_0,S0950061822034821_0,[],99.02
99.02,0.0,0.03,0.23,0.0,0.68,0.0,0.0,S0950061822034821_0_2_3_0,S0950061822034821_0,[],99.96
28.66,0.0,0.0,0.0,11.67,0.0,0.0,0.0,S0950061822034936_0_1_1_0_Sodium silicate solution (NS),S0950061822034936_0,[],40.33
36.93,18.1,11.91,21.41,1.42,2.28,2.78,2.9,S0950061822034936_1_2_1_0,S0950061822034936_1,[],97.73
20.8,4.7,3.4,65.3,0.4,0.1,1.5,2.7,S0950061822034936_1_3_1_0,S0950061822034936_1,[],98.9
92.0,0.7,1.2,0.2,0.1,0.4,0.2,0.0,S0950061822034936_1_4_1_0,S0950061822034936_1,[],94.8
